YEAR,TIME,VISIBILITY,DISTRICT,INVAGE,DRIVCOND,ACCLASS,INJURY
2012,905,Clear,Scarborough,20 to 24,None,Non-Fatal Injury,Minor
2012,905,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,905,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,905,Clear,Scarborough,50 to 54,Normal,Non-Fatal Injury,Minor
2012,1111,Clear,Toronto and East York,unknown,Unknown,Non-Fatal Injury,None
2012,1111,Clear,Toronto and East York,50 to 54,None,Non-Fatal Injury,Major
2012,1239,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2012,1239,Clear,Etobicoke York,20 to 24,Inattentive,Non-Fatal Injury,None
2012,1239,Clear,Etobicoke York,70 to 74,None,Non-Fatal Injury,Major
2012,1752,Clear,Toronto and East York,60 to 64,Inattentive,Non-Fatal Injury,None
2012,1752,Clear,Toronto and East York,40 to 44,None,Non-Fatal Injury,Major
2012,1827,Clear,Scarborough,60 to 64,Medical or Physical Disability,Non-Fatal Injury,Major
2012,1827,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,1827,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,738,Clear,Toronto and East York,45 to 49,Normal,Fatal,None
2012,738,Clear,Toronto and East York,30 to 34,None,Fatal,Fatal
2012,1243,Clear,Toronto and East York,20 to 24,None,Non-Fatal Injury,Major
2012,1243,Clear,Toronto and East York,60 to 64,Normal,Non-Fatal Injury,None
2012,1508,Clear,Toronto and East York,45 to 49,Normal,Non-Fatal Injury,Minimal
2012,1508,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1508,Clear,Toronto and East York,40 to 44,Normal,Non-Fatal Injury,None
2012,1508,Clear,Toronto and East York,65 to 69,Inattentive,Non-Fatal Injury,Major
2012,1623,Clear,Toronto and East York,25 to 29,None,Non-Fatal Injury,Major
2012,1623,Clear,Toronto and East York,35 to 39,Normal,Non-Fatal Injury,Major
2012,1623,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1623,Clear,Toronto and East York,60 to 64,Inattentive,Non-Fatal Injury,None
2012,2229,Clear,Toronto and East York,20 to 24,Normal,Non-Fatal Injury,Major
2012,2229,Clear,Toronto and East York,60 to 64,None,Non-Fatal Injury,Minor
2012,25,Clear,Toronto and East York,20 to 24,Normal,Non-Fatal Injury,None
2012,25,Clear,Toronto and East York,20 to 24,None,Non-Fatal Injury,Major
2012,357,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,357,Clear,Toronto and East York,25 to 29,Normal,Non-Fatal Injury,Minor
2012,357,Clear,Toronto and East York,15 to 19,None,Non-Fatal Injury,Major
2012,357,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,357,Clear,Toronto and East York,25 to 29,Unknown,Non-Fatal Injury,None
2012,1440,Clear,Toronto and East York,30 to 34,Normal,Non-Fatal Injury,None
2012,1440,Clear,Toronto and East York,40 to 44,None,Non-Fatal Injury,Major
2012,1033,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,1033,Clear,Scarborough,25 to 29,Normal,Non-Fatal Injury,Major
2012,1033,Clear,Scarborough,40 to 44,Normal,Non-Fatal Injury,None
2012,1521,Clear,Etobicoke York,55 to 59,Inattentive,Non-Fatal Injury,None
2012,1521,Clear,Etobicoke York,50 to 54,None,Non-Fatal Injury,Major
2012,1542,Clear,Toronto and East York,20 to 24,Normal,Non-Fatal Injury,None
2012,1542,Clear,Toronto and East York,65 to 69,Normal,Non-Fatal Injury,None
2012,1542,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1542,Clear,Toronto and East York,25 to 29,Normal,Non-Fatal Injury,Major
2012,855,Clear,Scarborough,15 to 19,Normal,Non-Fatal Injury,Major
2012,855,Clear,Scarborough,30 to 34,Normal,Non-Fatal Injury,Minor
2012,1606,Clear,Scarborough,75 to 79,Normal,Non-Fatal Injury,None
2012,1606,Clear,Scarborough,60 to 64,None,Non-Fatal Injury,Major
2012,2016,Rain,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,2016,Rain,Toronto and East York,30 to 34,Unknown,Non-Fatal Injury,None
2012,2016,Rain,Toronto and East York,20 to 24,None,Non-Fatal Injury,Major
2012,1940,Clear,North York,30 to 34,Normal,Non-Fatal Injury,None
2012,1940,Clear,North York,50 to 54,None,Non-Fatal Injury,Major
2012,1315,Clear,Etobicoke York,65 to 69,Other,Non-Fatal Injury,None
2012,1315,Clear,Etobicoke York,75 to 79,None,Non-Fatal Injury,Major
2012,54,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,54,Clear,Toronto and East York,40 to 44,Unknown,Non-Fatal Injury,None
2012,54,Clear,Toronto and East York,20 to 24,None,Non-Fatal Injury,Major
2012,1026,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1026,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1026,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1026,Clear,Toronto and East York,60 to 64,Unknown,Non-Fatal Injury,Major
2012,1210,Clear,Etobicoke York,60 to 64,Normal,Non-Fatal Injury,None
2012,1210,Clear,Etobicoke York,80 to 84,None,Non-Fatal Injury,Major
2012,1615,Clear,Toronto and East York,45 to 49,Normal,Non-Fatal Injury,None
2012,1615,Clear,Toronto and East York,30 to 34,None,Non-Fatal Injury,Major
2012,1910,Clear,North York,60 to 64,Normal,Non-Fatal Injury,None
2012,1910,Clear,North York,55 to 59,None,Non-Fatal Injury,Major
2012,155,Clear,Toronto and East York,40 to 44,Normal,Non-Fatal Injury,None
2012,155,Clear,Toronto and East York,50 to 54,None,Non-Fatal Injury,Major
2012,1030,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1030,Clear,Toronto and East York,45 to 49,Normal,Non-Fatal Injury,None
2012,1030,Clear,Toronto and East York,65 to 69,None,Non-Fatal Injury,Major
2012,1840,Clear,Toronto and East York,45 to 49,Normal,Non-Fatal Injury,None
2012,1840,Clear,Toronto and East York,30 to 34,None,Non-Fatal Injury,Major
2012,1940,Clear,Etobicoke York,50 to 54,Normal,Non-Fatal Injury,None
2012,1940,Clear,Etobicoke York,65 to 69,None,Non-Fatal Injury,Major
2012,1815,Clear,Etobicoke York,25 to 29,Normal,Non-Fatal Injury,Major
2012,1011,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1011,Clear,Toronto and East York,25 to 29,Normal,Non-Fatal Injury,None
2012,1011,Clear,Toronto and East York,50 to 54,None,Non-Fatal Injury,Major
2012,1640,Clear,Etobicoke York,25 to 29,Normal,Non-Fatal Injury,None
2012,1640,Clear,Etobicoke York,55 to 59,None,Non-Fatal Injury,Major
2012,1225,Clear,Scarborough,75 to 79,Inattentive,Non-Fatal Injury,Minimal
2012,1225,Clear,Scarborough,20 to 24,Normal,Non-Fatal Injury,Major
2012,1225,Clear,Scarborough,10 to 14,None,Non-Fatal Injury,Minor
2012,1225,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,1225,Clear,Scarborough,50 to 54,Normal,Non-Fatal Injury,Minor
2012,1225,Clear,Scarborough,30 to 34,Normal,Non-Fatal Injury,None
2012,1225,Clear,Scarborough,40 to 44,None,Non-Fatal Injury,Minimal
2012,1225,Clear,Scarborough,20 to 24,None,Non-Fatal Injury,Minor
2012,1225,Clear,Scarborough,45 to 49,Normal,Non-Fatal Injury,Minor
2012,1553,Clear,Toronto and East York,20 to 24,Unknown,Non-Fatal Injury,None
2012,1553,Clear,Toronto and East York,45 to 49,Normal,Non-Fatal Injury,Major
2012,1553,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1010,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,1010,Clear,Scarborough,55 to 59,Normal,Non-Fatal Injury,None
2012,1010,Clear,Scarborough,75 to 79,None,Non-Fatal Injury,Major
2012,1720,Clear,Toronto and East York,25 to 29,Normal,Non-Fatal Injury,None
2012,1720,Clear,Toronto and East York,25 to 29,None,Non-Fatal Injury,Major
2012,2212,Clear,Scarborough,20 to 24,None,Non-Fatal Injury,Minor
2012,2212,Clear,Scarborough,20 to 24,Unknown,Non-Fatal Injury,Major
2012,42,Clear,Scarborough,35 to 39,Inattentive,Non-Fatal Injury,None
2012,42,Clear,Scarborough,25 to 29,None,Non-Fatal Injury,Major
2012,1000,Clear,Scarborough,35 to 39,Normal,Non-Fatal Injury,Major
2012,1050,Clear,Toronto and East York,30 to 34,Normal,Non-Fatal Injury,None
2012,1050,Clear,Toronto and East York,30 to 34,None,Non-Fatal Injury,Minor
2012,1050,Clear,Toronto and East York,40 to 44,Unknown,Non-Fatal Injury,Minor
2012,1050,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1050,Clear,Toronto and East York,25 to 29,None,Non-Fatal Injury,Minor
2012,1050,Clear,Toronto and East York,45 to 49,Normal,Non-Fatal Injury,Major
2012,1855,Clear,North York,20 to 24,Normal,Fatal,None
2012,1855,Clear,North York,25 to 29,None,Fatal,Fatal
2012,323,Clear,Etobicoke York,25 to 29,Unknown,Non-Fatal Injury,Major
2012,907,Clear,Toronto and East York,80 to 84,None,Fatal,Fatal
2012,907,Clear,Toronto and East York,85 to 89,Normal,Fatal,Minor
2012,1740,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1740,Clear,Toronto and East York,45 to 49,Inattentive,Non-Fatal Injury,None
2012,1740,Clear,Toronto and East York,45 to 49,None,Non-Fatal Injury,Major
2012,1615,Clear,Toronto and East York,45 to 49,Normal,Non-Fatal Injury,None
2012,1615,Clear,Toronto and East York,20 to 24,None,Non-Fatal Injury,Major
2012,1146,Clear,North York,50 to 54,Normal,Non-Fatal Injury,None
2012,1146,Clear,North York,85 to 89,None,Non-Fatal Injury,Major
2012,2235,Clear,Etobicoke York,25 to 29,Unknown,Non-Fatal Injury,Major
2012,640,Clear,Etobicoke York,75 to 79,Normal,Non-Fatal Injury,None
2012,640,Clear,Etobicoke York,35 to 39,None,Non-Fatal Injury,Major
2012,1416,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2012,1416,Clear,Etobicoke York,unknown,Inattentive,Non-Fatal Injury,None
2012,1416,Clear,Etobicoke York,50 to 54,None,Non-Fatal Injury,Major
2012,1442,Clear,North York,60 to 64,Inattentive,Non-Fatal Injury,Major
2012,1442,Clear,North York,30 to 34,Normal,Non-Fatal Injury,Minor
2012,2151,Clear,Scarborough,20 to 24,Normal,Fatal,None
2012,2151,Clear,Scarborough,45 to 49,None,Fatal,Fatal
2012,1610,Clear,North York,unknown,None,Non-Fatal Injury,None
2012,1610,Clear,North York,35 to 39,Inattentive,Non-Fatal Injury,None
2012,1610,Clear,North York,30 to 34,None,Non-Fatal Injury,Major
2012,29,Clear,Etobicoke York,30 to 34,Normal,Non-Fatal Injury,Major
2012,1005,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1005,Clear,Toronto and East York,25 to 29,Normal,Non-Fatal Injury,None
2012,1005,Clear,Toronto and East York,30 to 34,Normal,Non-Fatal Injury,Major
2012,1005,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1815,Clear,Scarborough,20 to 24,Inattentive,Non-Fatal Injury,None
2012,1815,Clear,Scarborough,15 to 19,None,Non-Fatal Injury,Major
2012,1140,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1140,Clear,Toronto and East York,45 to 49,Normal,Non-Fatal Injury,Minimal
2012,1140,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1140,Clear,Toronto and East York,35 to 39,Normal,Non-Fatal Injury,Major
2012,1300,Clear,Toronto and East York,25 to 29,None,Non-Fatal Injury,Minimal
2012,1300,Clear,Toronto and East York,10 to 14,None,Non-Fatal Injury,Minor
2012,1300,Clear,Toronto and East York,55 to 59,None,Non-Fatal Injury,Minimal
2012,1300,Clear,Toronto and East York,35 to 39,None,Non-Fatal Injury,Minimal
2012,1300,Clear,Toronto and East York,30 to 34,None,Non-Fatal Injury,Minimal
2012,1300,Clear,Toronto and East York,25 to 29,None,Non-Fatal Injury,Minimal
2012,1300,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1300,Clear,Toronto and East York,85 to 89,None,Non-Fatal Injury,Major
2012,1300,Clear,Toronto and East York,25 to 29,Inattentive,Non-Fatal Injury,Minimal
2012,1300,Clear,Toronto and East York,50 to 54,None,Non-Fatal Injury,Minimal
2012,1300,Clear,Toronto and East York,55 to 59,Normal,Non-Fatal Injury,Minimal
2012,1300,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1300,Clear,Toronto and East York,10 to 14,None,Non-Fatal Injury,Minor
2012,1300,Clear,Toronto and East York,50 to 54,None,Non-Fatal Injury,Minor
2012,1300,Clear,Toronto and East York,45 to 49,None,Non-Fatal Injury,Minor
2012,1300,Clear,Toronto and East York,55 to 59,None,Non-Fatal Injury,Minimal
2012,1300,Clear,Toronto and East York,55 to 59,None,Non-Fatal Injury,Minimal
2012,1300,Clear,Toronto and East York,55 to 59,None,Non-Fatal Injury,Minimal
2012,1300,Clear,Toronto and East York,40 to 44,None,Non-Fatal Injury,Minimal
2012,208,Clear,Toronto and East York,65 to 69,Normal,Non-Fatal Injury,None
2012,208,Clear,Toronto and East York,40 to 44,None,Non-Fatal Injury,Major
2012,824,Clear,Toronto and East York,50 to 54,Normal,Non-Fatal Injury,Minimal
2012,824,Clear,Toronto and East York,25 to 29,None,Non-Fatal Injury,Major
2012,740,Clear,Etobicoke York,10 to 14,None,Non-Fatal Injury,Major
2012,740,Clear,Etobicoke York,30 to 34,Unknown,Non-Fatal Injury,None
2012,1606,Clear,Scarborough,70 to 74,None,Non-Fatal Injury,Major
2012,1606,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,1606,Clear,Scarborough,50 to 54,Normal,Non-Fatal Injury,None
2012,1641,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,1641,Clear,Scarborough,25 to 29,Normal,Non-Fatal Injury,Major
2012,1641,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,1641,Clear,Scarborough,35 to 39,Normal,Non-Fatal Injury,None
2012,2133,Clear,Scarborough,unknown,None,Fatal,None
2012,2133,Clear,Scarborough,15 to 19,Normal,Fatal,None
2012,2133,Clear,Scarborough,15 to 19,None,Fatal,Fatal
2012,1224,Clear,Etobicoke York,unknown,None,Fatal,None
2012,1224,Clear,Etobicoke York,30 to 34,Normal,Fatal,None
2012,1224,Clear,Etobicoke York,60 to 64,None,Fatal,Fatal
2012,1713,Clear,Toronto and East York,0 to 4,None,Non-Fatal Injury,Minor
2012,1713,Clear,Toronto and East York,35 to 39,None,Non-Fatal Injury,Major
2012,1713,Clear,Toronto and East York,35 to 39,Inattentive,Non-Fatal Injury,Major
2012,1713,Clear,Toronto and East York,55 to 59,Normal,Non-Fatal Injury,Minimal
2012,1912,Clear,Etobicoke York,30 to 34,"Ability Impaired, Alcohol",Non-Fatal Injury,Major
2012,1912,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2012,1912,Clear,Etobicoke York,35 to 39,Normal,Non-Fatal Injury,Minimal
2012,830,Clear,Scarborough,60 to 64,Unknown,Non-Fatal Injury,None
2012,830,Clear,Scarborough,80 to 84,None,Non-Fatal Injury,Major
2012,1623,Clear,Scarborough,55 to 59,Unknown,Fatal,Fatal
2012,1623,Clear,Scarborough,unknown,None,Fatal,None
2012,1623,Clear,Scarborough,unknown,None,Fatal,None
2012,1736,Clear,Toronto and East York,40 to 44,Normal,Non-Fatal Injury,None
2012,1736,Clear,Toronto and East York,65 to 69,None,Non-Fatal Injury,Major
2012,1215,Clear,Toronto and East York,65 to 69,Normal,Non-Fatal Injury,Minimal
2012,1215,Clear,Toronto and East York,25 to 29,None,Non-Fatal Injury,Major
2012,1730,Clear,Toronto and East York,30 to 34,Normal,Non-Fatal Injury,None
2012,1730,Clear,Toronto and East York,30 to 34,None,Non-Fatal Injury,Major
2012,2008,Clear,Toronto and East York,unknown,Unknown,Non-Fatal Injury,None
2012,2008,Clear,Toronto and East York,40 to 44,None,Non-Fatal Injury,Major
2012,1935,Clear,North York,70 to 74,Inattentive,Non-Fatal Injury,None
2012,1935,Clear,North York,25 to 29,None,Non-Fatal Injury,Major
2012,1523,Rain,Scarborough,50 to 54,None,Non-Fatal Injury,Major
2012,1523,Rain,Scarborough,unknown,None,Non-Fatal Injury,None
2012,1523,Rain,Scarborough,45 to 49,Normal,Non-Fatal Injury,None
2012,1523,Rain,Scarborough,unknown,None,Non-Fatal Injury,None
2012,1523,Rain,Scarborough,25 to 29,Normal,Non-Fatal Injury,None
2012,1409,Clear,Etobicoke York,65 to 69,Inattentive,Non-Fatal Injury,None
2012,1409,Clear,Etobicoke York,75 to 79,None,Non-Fatal Injury,Major
2012,114,Clear,Toronto and East York,50 to 54,Normal,Non-Fatal Injury,None
2012,114,Clear,Toronto and East York,30 to 34,None,Non-Fatal Injury,Major
2012,951,Clear,Toronto and East York,40 to 44,Normal,Non-Fatal Injury,Major
2012,951,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,951,Clear,Toronto and East York,35 to 39,Normal,Non-Fatal Injury,None
2012,1930,Clear,Toronto and East York,25 to 29,Unknown,Non-Fatal Injury,None
2012,1930,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1930,Clear,Toronto and East York,60 to 64,None,Non-Fatal Injury,Major
2012,707,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,707,Clear,Toronto and East York,40 to 44,Normal,Non-Fatal Injury,None
2012,707,Clear,Toronto and East York,10 to 14,None,Non-Fatal Injury,Major
2012,1624,Clear,North York,35 to 39,Inattentive,Non-Fatal Injury,None
2012,1624,Clear,North York,unknown,None,Non-Fatal Injury,None
2012,1624,Clear,North York,45 to 49,Normal,Non-Fatal Injury,None
2012,1624,Clear,North York,60 to 64,Normal,Non-Fatal Injury,None
2012,1624,Clear,North York,50 to 54,Normal,Non-Fatal Injury,Minimal
2012,1624,Clear,North York,50 to 54,Normal,Non-Fatal Injury,Major
2012,2252,Clear,Toronto and East York,20 to 24,Unknown,Non-Fatal Injury,None
2012,2252,Clear,Toronto and East York,35 to 39,None,Non-Fatal Injury,Major
2012,2318,Clear,Scarborough,25 to 29,None,Non-Fatal Injury,Minimal
2012,2318,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,2318,Clear,Scarborough,60 to 64,Normal,Non-Fatal Injury,None
2012,2318,Clear,Scarborough,65 to 69,None,Non-Fatal Injury,Major
2012,1900,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2012,1900,Clear,Etobicoke York,25 to 29,Unknown,Non-Fatal Injury,Major
2012,940,Clear,North York,65 to 69,None,Fatal,None
2012,940,Clear,North York,65 to 69,Normal,Fatal,None
2012,940,Clear,North York,45 to 49,None,Fatal,Fatal
2012,750,Clear,Scarborough,20 to 24,None,Non-Fatal Injury,None
2012,750,Clear,Scarborough,20 to 24,None,Non-Fatal Injury,Minor
2012,750,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,750,Clear,Scarborough,55 to 59,Normal,Non-Fatal Injury,Minimal
2012,750,Clear,Scarborough,40 to 44,Normal,Non-Fatal Injury,None
2012,750,Clear,Scarborough,30 to 34,Normal,Non-Fatal Injury,None
2012,750,Clear,Scarborough,45 to 49,Normal,Non-Fatal Injury,Major
2012,755,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2012,755,Clear,Etobicoke York,35 to 39,Inattentive,Non-Fatal Injury,None
2012,755,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2012,755,Clear,Etobicoke York,25 to 29,Normal,Non-Fatal Injury,Major
2012,1239,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,1239,Clear,Scarborough,30 to 34,Normal,Non-Fatal Injury,Major
2012,1239,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,1239,Clear,Scarborough,55 to 59,Inattentive,Non-Fatal Injury,Major
2012,1239,Clear,Scarborough,35 to 39,Unknown,Non-Fatal Injury,None
2012,1239,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,1627,Clear,Etobicoke York,20 to 24,None,Fatal,Minimal
2012,1627,Clear,Etobicoke York,unknown,None,Fatal,None
2012,1627,Clear,Etobicoke York,25 to 29,Normal,Fatal,Minimal
2012,1627,Clear,Etobicoke York,40 to 44,Unknown,Fatal,Fatal
2012,1410,Clear,Etobicoke York,85 to 89,None,Non-Fatal Injury,Major
2012,1410,Clear,Etobicoke York,50 to 54,Normal,Non-Fatal Injury,Minor
2012,1410,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2012,1410,Clear,Etobicoke York,60 to 64,Normal,Non-Fatal Injury,Minimal
2012,810,Clear,Toronto and East York,30 to 34,Normal,Fatal,None
2012,810,Clear,Toronto and East York,60 to 64,None,Fatal,Fatal
2012,1529,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2012,1529,Clear,Etobicoke York,35 to 39,Normal,Non-Fatal Injury,None
2012,1529,Clear,Etobicoke York,25 to 29,None,Non-Fatal Injury,Major
2012,2350,Clear,Scarborough,unknown,None,Fatal,None
2012,2350,Clear,Scarborough,20 to 24,Unknown,Fatal,Fatal
2012,1314,Rain,Etobicoke York,unknown,None,Non-Fatal Injury,None
2012,1314,Rain,Etobicoke York,45 to 49,Normal,Non-Fatal Injury,None
2012,1314,Rain,Etobicoke York,30 to 34,Inattentive,Non-Fatal Injury,Major
2012,1314,Rain,Etobicoke York,unknown,None,Non-Fatal Injury,None
2012,1558,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1558,Clear,Toronto and East York,40 to 44,Normal,Non-Fatal Injury,None
2012,1558,Clear,Toronto and East York,50 to 54,None,Non-Fatal Injury,Major
2012,1404,Clear,North York,85 to 89,None,Non-Fatal Injury,Major
2012,1404,Clear,North York,unknown,None,Non-Fatal Injury,None
2012,1404,Clear,North York,35 to 39,Unknown,Non-Fatal Injury,None
2012,112,Clear,Scarborough,25 to 29,None,Non-Fatal Injury,Major
2012,112,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,112,Clear,Scarborough,25 to 29,Unknown,Non-Fatal Injury,Minimal
2012,112,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,840,Clear,Scarborough,45 to 49,Inattentive,Non-Fatal Injury,None
2012,840,Clear,Scarborough,55 to 59,None,Non-Fatal Injury,Major
2012,952,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,952,Clear,Toronto and East York,45 to 49,Normal,Non-Fatal Injury,None
2012,952,Clear,Toronto and East York,50 to 54,None,Non-Fatal Injury,Major
2012,1019,Clear,Etobicoke York,55 to 59,Normal,Non-Fatal Injury,None
2012,1019,Clear,Etobicoke York,85 to 89,None,Non-Fatal Injury,Major
2012,1630,Clear,Toronto and East York,65 to 69,Normal,Non-Fatal Injury,None
2012,1630,Clear,Toronto and East York,15 to 19,None,Non-Fatal Injury,Major
2012,1640,Clear,Scarborough,45 to 49,Normal,Non-Fatal Injury,None
2012,1640,Clear,Scarborough,65 to 69,None,Non-Fatal Injury,Major
2012,1640,Clear,Scarborough,15 to 19,Normal,Non-Fatal Injury,Minimal
2012,1640,Clear,Scarborough,40 to 44,Normal,Non-Fatal Injury,Minor
2012,36,Clear,Toronto and East York,20 to 24,"Ability Impaired, Alcohol",Non-Fatal Injury,None
2012,36,Clear,Toronto and East York,25 to 29,None,Non-Fatal Injury,Major
2012,320,Clear,Toronto and East York,20 to 24,Normal,Non-Fatal Injury,None
2012,320,Clear,Toronto and East York,20 to 24,None,Non-Fatal Injury,Major
2012,115,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,115,Clear,Toronto and East York,55 to 59,Inattentive,Non-Fatal Injury,None
2012,115,Clear,Toronto and East York,20 to 24,None,Non-Fatal Injury,Major
2012,1855,Clear,Etobicoke York,45 to 49,Inattentive,Non-Fatal Injury,None
2012,1855,Clear,Etobicoke York,45 to 49,None,Non-Fatal Injury,Major
2012,1755,Clear,Etobicoke York,unknown,Unknown,Non-Fatal Injury,None
2012,1755,Clear,Etobicoke York,60 to 64,None,Non-Fatal Injury,Major
2012,1615,Clear,North York,65 to 69,Normal,Non-Fatal Injury,None
2012,1615,Clear,North York,0 to 4,None,Non-Fatal Injury,Major
2012,615,Clear,Scarborough,50 to 54,Normal,Non-Fatal Injury,None
2012,615,Clear,Scarborough,35 to 39,None,Non-Fatal Injury,Major
2012,1440,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,1440,Clear,Toronto and East York,60 to 64,Unknown,Non-Fatal Injury,None
2012,1440,Clear,Toronto and East York,20 to 24,None,Non-Fatal Injury,Major
2012,525,Clear,Etobicoke York,55 to 59,Unknown,Non-Fatal Injury,Major
2012,525,Clear,Etobicoke York,unknown,None,Non-Fatal Injury,None
2012,525,Clear,Etobicoke York,55 to 59,Inattentive,Non-Fatal Injury,None
2012,2040,Clear,North York,unknown,None,Non-Fatal Injury,None
2012,2040,Clear,North York,60 to 64,Normal,Non-Fatal Injury,None
2012,2040,Clear,North York,55 to 59,None,Non-Fatal Injury,Major
2012,1345,Rain,North York,25 to 29,None,Non-Fatal Injury,Major
2012,1345,Rain,North York,25 to 29,Normal,Non-Fatal Injury,None
2012,1438,Clear,North York,35 to 39,Unknown,Non-Fatal Injury,Major
2012,1438,Clear,North York,20 to 24,None,Non-Fatal Injury,Minimal
2012,1438,Clear,North York,40 to 44,Normal,Non-Fatal Injury,Minimal
2012,2225,Clear,Toronto and East York,unknown,None,Non-Fatal Injury,None
2012,2225,Clear,Toronto and East York,45 to 49,Inattentive,Non-Fatal Injury,None
2012,2225,Clear,Toronto and East York,60 to 64,None,Non-Fatal Injury,Major
2012,915,Clear,Etobicoke York,45 to 49,Normal,Non-Fatal Injury,Major
2012,915,Clear,Etobicoke York,unknown,Unknown,Non-Fatal Injury,None
2012,943,Clear,North York,unknown,None,Fatal,None
2012,943,Clear,North York,50 to 54,Inattentive,Fatal,None
2012,943,Clear,North York,75 to 79,None,Fatal,Fatal
2012,1825,Clear,Scarborough,50 to 54,Normal,Non-Fatal Injury,Major
2012,1825,Clear,Scarborough,55 to 59,Normal,Non-Fatal Injury,Minor
2012,840,Clear,North York,20 to 24,Normal,Fatal,Fatal
2012,840,Clear,North York,unknown,None,Fatal,None
2012,840,Clear,North York,45 to 49,Normal,Fatal,None
2012,647,Clear,North York,20 to 24,Normal,Non-Fatal Injury,Minor
2012,647,Clear,North York,45 to 49,None,Non-Fatal Injury,Major
2012,102,Clear,Toronto and East York,unknown,None,Fatal,None
2012,102,Clear,Toronto and East York,35 to 39,Normal,Fatal,None
2012,102,Clear,Toronto and East York,unknown,None,Fatal,None
2012,102,Clear,Toronto and East York,30 to 34,Had Been Drinking,Fatal,Fatal
2012,858,Clear,Scarborough,30 to 34,Inattentive,Non-Fatal Injury,None
2012,858,Clear,Scarborough,70 to 74,None,Non-Fatal Injury,Major
2012,1225,Clear,Scarborough,unknown,None,Non-Fatal Injury,None
2012,1225,Clear,Scarborough,45 to 49,Normal,Non-Fatal Injury,Major
2012,1638,Clear,Toronto and East York,45 to 49,Inattentive,Non-Fatal Injury,None
2012,1638,Clear,Toronto and East York,80 to 84,None,Non-Fatal Injury,Major
2012,101,Clear,Toronto and East York,60 to 64,Had Been Drinking,Non-Fatal Injury,Major
2012,101,Clear,Toronto and East York,30 to 34,None,Non-Fatal Injury,Minor
2012,103,Clear,Toronto and East York,25 to 29,Normal,Non-Fatal Injury,None
2012,103,Clear,Toronto and East York,60 to 64,None,Non-Fatal Injury,Major
